gene_id,vespula_Diseased_1,vespula_Diseased_2,vespula_Diseased_3,vespula_Healthy_1,vespula_Healthy_2,vespula_Healthy_3
FUN_001499,0,0,0,0,0,0
FUN_014021,114,14,73,13,24,0
FUN_014020,3,3,4,3,17,0
FUN_014027,236,208,179,632,253,17
FUN_014026,318,279,526,315,400,108
FUN_014025,48,3,15,5,6,0
FUN_014024,132,18,61,16,32,10
FUN_001490,440,194,339,194,98,299
FUN_001491,158,187,219,215,153,19
FUN_014029,3,3,0,10,10,8
FUN_001493,0,0,0,3,6,0
FUN_001494,11,8,6,14,13,15
FUN_001495,89,93,122,87,88,221
FUN_001496,0,0,1,0,0,4
FUN_001497,2,0,0,0,1,1
FUN_010694,64,71,48,47,54,0
FUN_007638,0,0,0,0,0,0
FUN_007639,395,436,428,467,110,2
FUN_009472,145,138,217,229,266,34
FUN_009473,617,558,968,635,691,279
FUN_009470,15,20,14,30,33,0
FUN_007631,0,0,0,0,0,0
FUN_007636,73888,14430,29496,51435,48040,11290
FUN_007637,24,21,34,25,46,32
FUN_009474,592,541,717,794,523,117
FUN_009475,729,717,688,720,564,125
FUN_011299,1277,896,1282,1728,1720,89
FUN_011298,37,28,43,49,28,21
FUN_011293,643,566,484,391,515,2
FUN_011292,749,802,1189,943,1058,109
FUN_011291,220,173,199,366,313,47
FUN_011290,4,3,6,8,7,0
FUN_011297,396,418,560,899,930,31
FUN_011296,55,48,55,103,111,12
FUN_011295,390,352,532,370,497,29
FUN_011294,347,342,341,442,495,118
FUN_012320,298,329,378,407,340,17
FUN_005168,0,0,0,3,3,8
FUN_005169,62,28,28,36,54,0
FUN_014128,149,170,117,187,1085,38
FUN_014129,11,15,9,26,8,7
FUN_004429,5,3,5,0,5,0
FUN_007078,0,0,0,2,2,0
FUN_014124,0,0,0,0,0,0
FUN_005167,6,3,0,4,7,0
FUN_014122,0,0,0,0,0,0
FUN_005161,0,0,0,0,0,0
FUN_005162,0,1,0,0,0,0
FUN_005163,1,2,0,1,0,0
FUN_014838,0,0,0,0,0,0
FUN_009760,303,224,163,156,292,9
FUN_013526,44,8,10,9,15,0
FUN_012393,657,978,1140,672,496,319
FUN_003816,0,0,0,0,0,0
FUN_000067,0,0,0,0,0,3
FUN_004787,0,0,0,0,0,0
FUN_004786,0,0,0,0,0,0
FUN_004785,0,0,0,0,0,0
FUN_004784,0,0,0,0,0,0
FUN_010373,2,0,0,0,0,0
FUN_004782,0,0,0,0,0,0
FUN_004781,0,0,0,0,0,0
FUN_002555,535,482,580,524,571,24
FUN_002556,431,395,552,621,623,114
FUN_004789,0,0,0,0,0,0
FUN_004788,0,0,0,0,0,0
FUN_008691,265,449,296,684,228,43
FUN_008690,211,425,206,458,322,38
FUN_008693,21,13,27,26,16,104
FUN_007077,9,7,6,15,16,4
FUN_008695,919,626,798,686,1026,77
FUN_008694,17,14,20,39,24,31
FUN_008697,1153,980,1621,1282,1179,27
FUN_008696,40,55,24,42,82,9
FUN_008699,1104,1248,1951,2007,1258,334
FUN_003817,0,0,0,0,0,0
FUN_012326,7,0,4,0,1,0
FUN_002551,2,0,0,0,0,0
FUN_013933,16,12,16,23,18,4
FUN_010372,0,0,0,0,0,0
FUN_002552,561,798,526,870,854,118
FUN_002553,1027,875,1248,1221,1441,175
FUN_017029,87,101,67,83,106,5
FUN_010553,5,0,7,7,3,0
FUN_008296,65,22,232,374,130,3
FUN_008630,1252,278,943,239,501,40
FUN_006599,0,0,0,0,0,0
FUN_003605,0,0,0,0,0,0
FUN_004912,0,0,0,0,0,0
FUN_014045,2767,3109,4384,4533,3591,872
FUN_003815,0,0,0,0,3,3
FUN_008637,350,430,358,885,838,2
FUN_012324,0,0,0,0,0,0
FUN_007901,132,222,164,197,202,59
FUN_010370,306,150,267,311,213,32
FUN_016748,2061,1534,1417,2475,1826,76
FUN_016749,3868,7052,9313,7070,4057,238
FUN_004913,2,0,0,0,0,0
FUN_001438,0,0,0,0,0,0
FUN_016740,26,19,36,34,17,0
FUN_016741,424,483,376,667,349,69
FUN_016742,107,167,119,127,136,50
FUN_016743,108,90,104,74,133,113
FUN_016744,2618,2817,2676,2362,2000,2099
FUN_016745,699,1199,988,1433,1502,232
FUN_016746,26,45,28,65,62,60
FUN_016747,10672,19892,24403,22043,14327,6870
FUN_003643,6,4,3,0,9,0
FUN_003642,352,339,555,472,573,116
FUN_003641,409,243,293,418,427,18
FUN_003640,282,194,285,229,220,22
FUN_003647,6645,1685,16708,1059,2670,65
FUN_000345,0,0,0,0,0,0
FUN_003645,225,255,462,302,654,0
FUN_003644,267,211,391,275,351,93
FUN_015297,23,31,17,32,21,2
FUN_015296,0,0,0,0,0,0
FUN_015295,1,0,0,0,0,0
FUN_000344,0,0,0,0,0,0
FUN_015293,0,0,0,0,0,0
FUN_015292,0,0,0,0,0,0
FUN_015291,0,0,0,0,0,0
FUN_015290,0,0,0,0,0,0
FUN_004814,442,484,553,993,660,67
FUN_016086,0,0,0,0,0,0
FUN_000545,112,127,155,173,218,30
FUN_016518,911,389,813,1296,2993,269
FUN_000349,0,0,0,0,0,0
FUN_015977,141,192,150,171,174,50
FUN_012717,0,5,2,9,0,0
FUN_012716,0,0,1,2,0,0
FUN_012715,6,2,3,26,11,0
FUN_012714,41,59,89,63,43,11
FUN_012245,18,33,48,85,91,19
FUN_012712,0,0,0,0,0,0
FUN_012247,293,313,357,661,338,91
FUN_013001,0,0,0,0,0,0
FUN_012249,146,115,152,137,156,12
FUN_012248,9432,10611,13200,14625,12801,5282
FUN_010376,0,0,0,0,0,0
FUN_017019,743,692,1260,979,1421,94
FUN_012719,39,31,62,19,7,2
FUN_012718,30,29,41,26,15,0
FUN_006925,381,281,251,232,476,23
FUN_013101,455,622,713,1161,1307,1172
FUN_006927,1391,2101,1539,2374,1432,100
FUN_016404,23,11,16,21,19,4
FUN_006921,500,517,633,686,748,190
FUN_016402,765,956,2203,4304,7403,209
FUN_006923,26,28,8,7,7,28
FUN_006922,54265,38573,55371,48402,49326,39965
FUN_013004,64,3,9,4,3,7
FUN_009017,156,106,63,63,65,15
FUN_006929,4,9,8,10,8,4
FUN_013103,14,6,17,52,45,2
FUN_016409,96840,104331,117437,39222,92774,401214
FUN_003818,0,0,0,0,0,0
FUN_013102,118,158,208,263,285,70
FUN_013006,65,77,59,141,125,33
FUN_010426,0,2,0,0,2,0
FUN_014733,0,0,0,0,0,0
FUN_013555,20,46,101,61,54,0
FUN_007845,0,0,0,0,0,0
FUN_015609,1593,1674,1888,2211,1634,112
FUN_013008,0,0,0,0,0,0
FUN_014731,0,0,0,0,0,0
FUN_004707,0,0,0,1,0,0
FUN_012532,865,1109,1487,2141,1975,160
FUN_014730,4,2,1,2,1,0
FUN_015923,77,44,69,50,67,35
FUN_013559,20,12,18,70,18,0
FUN_017017,182,93,235,56,103,3
FUN_007844,0,0,0,0,0,0
FUN_017016,179,324,282,139,75,7
FUN_004970,84,69,104,109,121,2
FUN_003251,133,133,184,146,147,34
FUN_004972,0,2,0,0,2,0
FUN_004973,118,212,247,216,190,7
FUN_004706,0,0,0,0,0,0
FUN_003255,213,227,233,347,218,370
FUN_004976,710,712,906,1022,1127,80
FUN_003257,41,27,22,55,30,51
FUN_004978,31,22,17,15,35,0
FUN_004979,118,90,193,171,252,36
FUN_012534,711,525,510,592,385,12
FUN_007807,2,4,3,6,8,10
FUN_017308,25,25,34,37,41,0
FUN_008133,101,106,152,131,166,36
FUN_007801,0,0,0,0,0,0
FUN_013507,2576,2823,2844,3870,3343,256
FUN_016229,379,513,385,746,738,984
FUN_000541,133,123,168,161,186,6
FUN_012026,0,0,0,2,3,3
FUN_007803,0,0,0,0,0,0
FUN_015973,0,0,0,0,0,4
FUN_008137,466,381,619,623,601,22
FUN_002362,4,7,7,7,5,2
FUN_006259,9970,14813,21694,16887,16240,7235
FUN_010790,685,1498,899,1088,727,29
FUN_012022,817,905,1053,904,901,155
FUN_013596,24,19,30,32,45,140
FUN_013045,43,10,11,33,30,3
FUN_013046,35,26,63,59,46,3
FUN_013047,85,7,20,13,3,0
FUN_013040,220,214,256,192,177,8
FUN_013041,83,105,101,294,181,9
FUN_013042,353,381,609,412,458,34
FUN_013043,2475,2174,2812,2541,1936,379
FUN_013048,0,0,0,2,0,0
FUN_013049,8,8,16,71,40,6
FUN_013598,7,2,12,17,8,253
FUN_013599,10,3,13,19,14,113
FUN_009014,42,52,23,61,37,427
FUN_006254,0,0,0,0,0,0
FUN_007527,47,9,30,5,5,0
FUN_006253,0,0,0,0,0,0
FUN_009819,0,0,0,2,2,0
FUN_009016,1718,2528,1534,1643,1045,573
FUN_004703,5,8,6,5,3,0
FUN_006252,0,0,0,0,0,0
FUN_000699,1071,1265,1566,1402,1413,233
FUN_011577,2,0,0,3,0,0
FUN_011574,0,0,0,0,0,0
FUN_011575,0,0,0,0,0,0
FUN_011572,87,10,40,0,16,4
FUN_011573,6,2,3,0,0,6
FUN_011570,0,0,0,0,0,0
FUN_011571,2,0,2,1,5,3
FUN_000691,0,0,1,0,0,0
FUN_007522,0,2,0,6,0,0
FUN_000693,15434,22098,30529,29580,26596,28608
FUN_000692,0,2,0,2,0,0
FUN_000695,215,200,408,288,288,17
FUN_000694,291,275,534,480,392,44
FUN_000697,607,523,801,526,597,247
FUN_011579,802,780,1432,957,1312,1175
FUN_002627,0,0,0,0,0,0
FUN_013629,268,608,2231,722,230,11
FUN_007520,16,13,7,14,50,2
FUN_013620,109,143,196,165,171,86
FUN_013621,244,145,300,207,239,10
FUN_013622,735,898,1061,860,1394,66
FUN_007521,0,0,0,0,0,0
FUN_013624,28,15,23,32,33,2
FUN_013625,0,0,0,0,0,0
FUN_013626,0,0,0,0,0,0
FUN_013627,2,0,0,2,0,0
FUN_014068,0,0,0,0,0,0
FUN_005238,0,0,4,1,0,0
FUN_008901,0,0,0,0,2,4
FUN_003603,0,0,0,0,0,0
FUN_011138,458,311,531,261,375,102
FUN_009641,0,0,0,0,0,0
FUN_009640,0,7,6,11,4,0
FUN_009643,0,0,0,0,0,0
FUN_007402,173,197,207,280,282,26
FUN_009313,56,62,90,40,41,0
FUN_007404,291,293,485,564,625,159
FUN_009311,166,134,183,156,132,38
FUN_002126,117,69,84,110,102,5
FUN_007409,0,0,0,0,0,0
FUN_002128,20,3,4,2,10,4
FUN_004701,0,0,0,0,0,0
FUN_007922,244,57,168,69,107,34
FUN_008644,362,205,190,490,306,36
FUN_009319,323,341,350,255,268,12
FUN_009318,84,118,81,89,84,16
FUN_006711,592,25,123,95,91,3
FUN_011104,238,273,376,967,312,39
FUN_005647,0,0,0,0,0,0
FUN_013543,357,623,209,602,556,271
FUN_011103,207,213,211,330,308,108
FUN_003168,0,0,0,0,0,0
FUN_008643,143,75,81,120,102,73
FUN_004541,268,213,304,219,256,37
FUN_009814,0,0,0,0,0,0
FUN_010458,0,0,0,0,0,0
FUN_004540,549,498,839,516,754,146
FUN_004700,4,4,6,4,0,3
FUN_015179,101,117,228,198,251,130
FUN_004015,5,8,4,11,9,19
FUN_010456,0,0,0,0,0,0
FUN_005646,236,260,348,302,478,35
FUN_004542,180,177,279,188,225,152
FUN_013542,797,768,1367,758,1017,107
FUN_004135,1311,1194,1480,1717,1971,88
FUN_011354,0,0,0,0,0,0
FUN_002918,52,49,59,54,53,11
FUN_015174,2158,1632,1952,1725,1584,112
FUN_002919,91,104,159,147,181,32
FUN_009815,0,0,0,0,0,0
FUN_004137,144,111,158,95,104,41
FUN_004547,307,8,90,31,34,4
FUN_007920,87,77,122,108,126,11
FUN_004130,1161,722,832,1285,884,82
FUN_005549,44,68,82,72,55,25
FUN_010453,799,780,1079,728,702,25
FUN_014826,0,0,0,0,0,0
FUN_004505,598,633,833,690,823,58
FUN_009647,0,0,0,0,0,0
FUN_010450,894,865,1757,1094,1052,63
FUN_015832,16,26,17,22,26,1
FUN_005547,87,68,69,76,110,5
FUN_010451,431,495,438,579,398,63
FUN_001779,297,278,523,328,393,125
FUN_005012,0,0,0,0,0,0
FUN_004538,39,17,32,57,62,2
FUN_000065,74,38,42,30,37,6
FUN_002248,202,226,340,339,385,79
FUN_013362,0,0,0,0,0,0
FUN_000062,0,0,0,0,1,0
FUN_005640,392,331,222,228,179,72
FUN_005543,277,350,387,410,386,116
FUN_000006,413,410,386,431,399,3
FUN_005016,13,2,12,77,34,9
FUN_015509,0,1,0,3,0,0
FUN_010028,0,0,0,0,0,0
FUN_015507,243,191,340,136,233,118
FUN_010026,19,8,8,0,9,0
FUN_015505,1528,1124,2064,1203,1642,58
FUN_010024,984,1017,1487,1145,1213,60
FUN_010023,191,77,186,139,149,13
FUN_015502,321,263,236,439,320,44
FUN_010021,153,33,53,47,20,169
FUN_010020,0,0,0,0,0,0
FUN_012872,0,0,0,0,0,0
FUN_012873,0,0,0,0,0,0
FUN_012870,0,1,2,1,0,8
FUN_012871,0,0,0,0,0,0
FUN_012876,0,0,0,0,0,0
FUN_012877,2,0,0,0,0,0
FUN_012874,0,0,0,0,0,0
FUN_012875,0,0,0,0,0,0
FUN_012878,0,0,0,0,0,0
FUN_014990,10239,11197,10075,18349,8979,2388
FUN_005643,28,90,32,36,40,1
FUN_004507,142,158,284,294,177,5
FUN_008996,0,0,0,1,0,0
FUN_011991,0,0,0,0,0,0
FUN_005319,0,0,1,1,0,0
FUN_005318,9,6,2,4,5,0
FUN_008992,0,0,0,0,0,0
FUN_008993,0,0,1,2,0,0
FUN_011996,3,0,0,9,0,0
FUN_008991,0,0,0,0,0,0
FUN_005313,5,3,0,9,6,1
FUN_007350,1234,1580,1303,1452,1498,477
FUN_012005,0,0,1,0,0,0
FUN_005310,585,372,466,664,544,38
FUN_005317,19,16,19,24,13,13
FUN_005316,13,7,15,11,9,22
FUN_008998,0,0,6,13,8,5
FUN_008999,2,0,2,19,1,0
FUN_016977,455,428,402,482,465,51
FUN_016976,57,53,51,77,50,73
FUN_016975,3,2,2,1,0,4
FUN_016974,232,597,540,1686,797,31
FUN_016973,10,11,7,17,14,0
FUN_016972,913,1043,1502,2084,1561,100
FUN_004378,507,468,579,532,592,324
FUN_004379,81,54,58,54,50,0
FUN_003416,836,614,910,1284,1143,64
FUN_003417,3205,2917,3143,4628,4395,146
FUN_004374,108,101,129,108,134,210
FUN_004375,84,94,61,121,45,5
FUN_004372,320,303,483,211,250,88
FUN_003413,1790,1633,1978,2343,2015,375
FUN_003410,0,0,0,0,0,0
FUN_003411,0,0,0,0,0,0
FUN_009865,1978,2169,2843,2928,2792,880
FUN_009864,603,703,544,990,624,42
FUN_009867,162,109,90,356,208,21
FUN_009866,708,847,1202,1026,1216,195
FUN_009861,236,240,230,273,180,27
FUN_009860,252,277,504,301,298,118
FUN_009863,129,142,138,193,141,35
FUN_009862,110,152,181,167,156,27
FUN_009869,221,212,140,125,164,10
FUN_009868,1222,1980,1772,1319,984,34
FUN_006468,0,0,0,0,0,0
FUN_006469,0,0,0,0,0,0
FUN_015979,35,35,28,47,33,12
FUN_009669,0,0,0,0,0,0
FUN_008198,233,279,341,225,253,40
FUN_008199,204,289,320,290,273,42
FUN_006460,7,6,4,6,5,9
FUN_006461,94,38,100,52,101,0
FUN_008194,441,408,692,500,541,69
FUN_006463,380,327,582,445,563,50
FUN_006464,3,0,0,0,0,0
FUN_006465,0,0,0,0,0,0
FUN_008190,36,26,188,76,96,28
FUN_006467,0,0,2,0,0,0
FUN_008063,24,19,23,3,24,0
FUN_008453,0,0,0,0,0,0
FUN_004192,125,169,128,200,63,46
FUN_004193,184,15,45,22,32,6
FUN_009668,0,0,0,0,0,0
FUN_004191,15,29,21,66,6,14
FUN_004196,0,0,0,0,0,0
FUN_004197,27,5,17,29,20,0
FUN_004194,0,0,0,0,0,0
FUN_004195,10,0,0,0,0,0
FUN_004623,0,0,0,0,0,0
FUN_004198,1707,2108,2356,2208,1863,267
FUN_004199,354,333,331,318,360,7
FUN_013166,16,11,14,18,9,5
FUN_003911,625,554,1356,1028,1378,105
FUN_017221,2,2,3,4,0,0
FUN_004539,189,166,149,284,202,11
FUN_008452,0,0,0,0,0,0
FUN_011378,0,0,0,0,0,0
FUN_011379,0,0,0,0,0,0
FUN_011374,10313,21915,35826,11528,13177,458
FUN_011375,103,96,143,111,164,5
FUN_011376,282,272,261,232,212,20
FUN_011377,5,4,3,7,8,0
FUN_011370,196,252,288,212,179,30
FUN_011371,4,2,6,4,7,9
FUN_011372,0,3,5,0,0,0
FUN_011373,419,582,654,575,687,252
FUN_011826,29,14,43,65,44,0
FUN_012001,0,0,0,0,0,0
FUN_009950,606,453,625,595,654,11
FUN_007449,0,0,0,0,0,0
FUN_006738,185,262,280,222,149,84
FUN_002168,15,10,14,13,11,4
FUN_004502,173,262,248,373,402,42
FUN_005198,22,22,17,57,15,0
FUN_002819,0,0,0,0,2,0
FUN_007357,0,0,0,0,0,0
FUN_007445,123,15,16,36,24,7
FUN_008738,0,0,0,0,0,0
FUN_008739,0,0,0,0,0,0
FUN_008450,0,0,0,0,0,0
FUN_010430,0,0,0,0,0,0
FUN_007444,9,0,79,64,55,0
FUN_008732,0,0,1,3,3,0
FUN_008733,0,0,0,0,0,5
FUN_008730,705,590,686,478,377,144
FUN_006739,452,975,1178,531,478,736
FUN_008736,0,0,0,0,0,0
FUN_008737,1,0,1,0,0,0
FUN_008734,0,0,0,0,0,0
FUN_008735,0,0,0,0,0,0
FUN_000509,118,149,157,150,144,8
FUN_000508,163,136,152,178,220,7
FUN_014829,195,215,137,63,189,6
FUN_009606,805,974,777,7715,5860,1796
FUN_014823,0,0,0,6,3,0
FUN_000500,1,0,0,0,0,0
FUN_000503,0,1,0,0,0,0
FUN_000502,1,0,0,0,0,0
FUN_000505,269,300,312,260,225,50
FUN_000504,0,0,0,0,0,10
FUN_000507,305,388,288,343,380,18
FUN_002160,0,0,0,0,0,0
FUN_013835,13,13,30,25,13,160
FUN_007778,0,0,0,0,0,0
FUN_013837,52,10,47,31,38,67
FUN_010431,0,0,0,0,0,0
FUN_013831,3,5,15,11,7,0
FUN_007443,0,0,0,0,0,2
FUN_013833,251,155,228,246,204,15
FUN_013832,12097,7302,15481,23853,17337,761
FUN_001111,480,361,362,500,547,26
FUN_001110,333,200,326,404,379,20
FUN_001113,7,4,6,0,1,4
FUN_007442,6,13,5,33,8,3
FUN_001115,1925,2863,3512,2290,1097,178
FUN_001114,6739,7568,9670,12119,12411,718
FUN_001117,7,17,17,56,34,6
FUN_001116,2,2,4,7,4,0
FUN_007359,0,0,0,2,0,0
FUN_002507,89,38,81,41,52,15
FUN_011749,1174,1355,2845,3480,2053,14
FUN_011748,321,105,256,162,183,6
FUN_011745,76,107,127,141,115,0
FUN_011744,96,110,109,144,211,24
FUN_011747,123,104,130,394,456,28
FUN_011746,1085,1179,1354,818,614,43
FUN_011741,9,22,20,39,31,15
FUN_011740,1278,988,1355,1431,1463,56
FUN_014528,2,4,2,3,15,0
FUN_011742,205,277,326,222,260,22
FUN_000444,777,846,1058,749,1054,149
FUN_000445,246,412,443,458,409,29
FUN_000446,1507,2396,3183,2386,1810,24
FUN_000325,93,76,139,139,68,6
FUN_005960,194,171,239,186,153,26
FUN_005961,249,63,149,85,78,10
FUN_000442,352,314,315,288,292,9
FUN_000443,60,40,29,51,31,3
FUN_013426,1358,733,695,1418,738,802
FUN_000449,585,544,803,658,737,488
FUN_004812,43,25,29,17,19,0
FUN_009913,240,421,617,556,227,432
FUN_009424,759,829,1167,1023,1386,243
FUN_002912,0,0,4,0,2,0
FUN_005269,424,351,381,749,718,20
FUN_011590,110,129,98,150,252,7
FUN_000757,287,312,426,393,462,57
FUN_008454,0,0,0,1,0,0
FUN_009661,17,18,22,13,29,10
FUN_000998,1057,1112,1180,1721,1732,32
FUN_000999,80,9,31,24,22,0
FUN_000996,3,0,0,0,0,0
FUN_000997,35,19,24,25,28,2
FUN_000994,0,0,0,4,0,0
FUN_000995,0,0,0,0,0,0
FUN_000992,0,0,0,2,0,0
FUN_000993,0,0,0,0,0,0
FUN_000990,0,0,2,0,0,0
FUN_000991,2,2,0,0,0,0
FUN_013288,7,2,5,4,7,0
FUN_007774,3,0,4,6,4,14
FUN_007413,0,0,0,0,0,0
FUN_015088,353,535,270,594,348,22
FUN_015089,1670,2651,2142,4126,2792,346
FUN_015082,101,121,108,78,135,2
FUN_010563,0,0,0,0,0,0
FUN_010560,0,0,0,0,0,0
FUN_015081,849,708,973,1269,1181,96
FUN_015086,1,0,4,3,0,80
FUN_015087,206,123,105,118,17,8
FUN_015084,38408,44632,50462,56812,46015,30145
FUN_015085,10373,19415,12207,15088,11195,31066
FUN_003392,101,173,140,125,112,62
FUN_013503,159,155,201,216,223,61
FUN_013425,24,7,11,7,5,0
FUN_010536,118,120,270,187,316,69
FUN_007410,0,0,0,0,0,0
FUN_017022,1643,2381,2086,3027,3393,77
FUN_017023,387,295,312,369,307,49
FUN_017020,207,131,207,129,126,22
FUN_012501,0,0,0,0,1,0
FUN_012506,361,609,640,379,179,414
FUN_017027,602,755,836,584,621,25
FUN_017024,19,8,3,12,18,0
FUN_012505,391,608,854,568,192,32
FUN_015741,296,204,356,258,242,29
FUN_012055,0,0,0,0,0,0
FUN_012508,0,4,0,8,3,8
FUN_012057,0,0,0,0,0,0
FUN_012050,314,307,353,367,369,31
FUN_012051,110,87,66,41,92,7
FUN_012052,20,6,18,14,7,0
FUN_012053,0,0,0,0,0,0
FUN_006266,102,113,131,88,82,2
FUN_006267,430,466,477,868,484,57
FUN_006264,329,280,389,301,409,91
FUN_006265,312,295,345,437,365,36
FUN_016216,7,6,4,2,1,5
FUN_006263,174,132,235,239,277,87
FUN_006260,33,68,69,79,33,16
FUN_006261,87,82,57,54,79,8
FUN_002502,447,454,493,516,386,14
FUN_016218,2137,2244,2278,2987,2149,615
FUN_016219,226,230,187,173,237,3
FUN_009731,88,66,118,77,114,0
FUN_006268,3536,5092,7727,4485,4465,88
FUN_006269,1458,1561,2764,2087,3759,226
FUN_013457,39,27,44,23,34,9
FUN_015883,0,0,0,0,0,0
FUN_013455,121,119,104,75,106,31
FUN_015881,0,0,0,0,0,0
FUN_015886,0,0,0,0,0,0
FUN_013452,116,119,173,148,189,55
FUN_013451,1144,1135,1497,1901,1839,354
FUN_015885,0,0,0,0,0,0
FUN_015888,0,0,0,0,0,0
FUN_015889,0,0,0,0,0,0
FUN_013459,3,0,6,3,2,0
FUN_004463,0,0,0,0,0,0
FUN_010904,20,21,26,50,48,10
FUN_010905,149,70,127,118,98,109
FUN_010906,570,144,379,242,288,17
FUN_010907,26,22,17,46,54,0
FUN_010900,259,103,701,91,256,3
FUN_010901,599,520,602,698,768,37
FUN_010902,83,72,93,48,116,14
FUN_010903,290,353,366,365,212,44
FUN_010908,185,164,359,278,315,57
FUN_010909,146,163,146,268,235,105
FUN_011983,0,0,0,0,0,0
FUN_006129,492,492,565,775,827,31
FUN_006128,14,8,18,11,10,0
FUN_006125,56108,60376,31012,62257,6751,44000
FUN_006124,954,1201,844,1179,471,127
FUN_006127,386,269,379,296,325,17
FUN_006126,1270,1139,1596,1386,1534,192
FUN_006121,267,250,235,333,272,23
FUN_004460,0,0,0,0,0,0
FUN_006123,668,597,710,741,845,130
FUN_006122,328,238,330,315,294,70
FUN_007770,44,263,40,29,18,3
FUN_010439,0,0,0,0,0,0
FUN_011074,0,0,0,0,0,0
FUN_007417,904,816,870,1116,1031,19
FUN_009664,0,0,0,0,0,0
FUN_004461,0,0,0,0,0,0
FUN_002166,0,0,0,3,0,0
FUN_015986,2,0,0,0,0,0
FUN_012127,10,4,3,1,1,1
FUN_003041,0,0,0,0,0,0
FUN_008857,0,0,0,0,0,0
FUN_008856,75,107,136,401,169,6
FUN_006695,828,723,846,956,1263,146
FUN_006694,4866,5836,11448,9523,11773,2152
FUN_006693,697,743,894,649,705,89
FUN_008852,577,548,507,1829,1104,14
FUN_013169,111,150,126,188,87,7
FUN_008850,1115,1254,1575,1339,1138,82
FUN_015468,0,0,0,0,0,0
FUN_015214,446,445,618,307,481,12
FUN_008859,1,1,0,0,0,0
FUN_006698,0,0,6,12,4,2
FUN_014593,0,0,0,0,0,0
FUN_010940,0,0,0,0,0,0
FUN_014591,5,0,15,37,30,0
FUN_014590,901,1106,1039,984,641,295
FUN_014597,3,0,0,9,6,5
FUN_007415,12,12,2,43,3,0
FUN_014595,0,0,0,0,0,0
FUN_014594,0,0,0,0,0,0
FUN_014599,0,0,0,2,0,0
FUN_003040,504,366,475,369,478,104
FUN_010104,0,0,0,0,0,0
FUN_010105,0,0,0,0,0,0
FUN_014606,502,853,792,2367,976,95
FUN_014723,0,0,0,0,0,0
FUN_015466,114,137,168,102,170,3
FUN_015467,405,220,349,294,340,2
FUN_015460,0,2,0,5,0,4
FUN_002420,0,0,0,0,0,0
FUN_015747,23,30,47,54,47,20
FUN_010101,90,86,96,79,48,4
FUN_005762,0,0,0,0,0,0
FUN_005763,0,0,0,0,0,0
FUN_005760,62,43,58,196,136,18
FUN_005761,0,0,0,0,0,0
FUN_005766,0,0,0,0,0,0
FUN_005767,4,0,15,0,0,0
FUN_005764,0,0,0,0,0,0
FUN_005765,0,0,0,0,0,0
FUN_005768,0,0,0,0,0,0
FUN_010103,0,0,0,0,0,0
FUN_001472,102,89,105,126,103,79
FUN_014044,119,79,128,57,42,22
FUN_001470,193,201,278,219,216,16
FUN_014046,249,159,153,197,183,0
FUN_014041,0,0,0,0,0,0
FUN_001477,195,212,205,213,276,217
FUN_014043,637,842,654,1457,1090,141
FUN_014042,361,273,567,373,554,26
FUN_015746,1232,1273,1622,1537,1669,807
FUN_001479,109,118,145,157,78,46
FUN_014049,0,0,0,0,3,0
FUN_014048,0,0,0,0,0,0
FUN_009102,0,0,0,0,0,0
FUN_009103,0,0,0,0,0,0
FUN_009100,0,0,0,3,0,0
FUN_009101,1,6,0,6,3,2
FUN_007618,364,442,354,566,474,52
FUN_007619,432,341,411,436,457,14
FUN_009104,0,0,0,0,0,0
FUN_009105,0,0,0,0,0,0
FUN_009454,0,0,0,0,0,0
FUN_009455,513,561,482,772,400,21
FUN_007616,3221,1900,2918,2634,2505,36
FUN_009457,572,296,523,465,404,17
FUN_009450,43,17,26,37,29,11
FUN_007611,54,62,45,484,232,11
FUN_009452,9,8,6,9,8,2
FUN_009453,737,497,872,1106,1209,827
FUN_012554,235,123,129,278,246,5
FUN_008500,2,0,5,3,2,0
FUN_008503,5,8,8,5,0,0
FUN_008502,5,1,3,3,3,28
FUN_008505,3,0,0,4,4,3
FUN_008504,0,0,0,0,0,0
FUN_008507,0,0,0,0,0,0
FUN_008506,0,0,0,0,0,0
FUN_008509,0,0,0,0,0,0
FUN_008508,0,0,1,0,0,0
FUN_005106,0,0,4,0,3,0
FUN_014101,268,250,311,216,376,16
FUN_005104,0,0,0,0,0,0
FUN_005105,50,23,50,248,136,18
FUN_005102,549,465,572,871,664,606
FUN_014105,1777,2637,4160,1170,4584,347
FUN_005100,1,0,3,2,0,0
FUN_014107,978,1837,802,595,2105,371
FUN_014108,4933,8171,5556,4197,6125,961
FUN_014109,12145,27591,13828,14973,22359,640
FUN_005108,0,0,0,0,0,0
FUN_005109,0,0,0,0,0,0
FUN_012296,160,123,171,146,189,3
FUN_013918,4944,11173,5869,9704,7295,3486
FUN_005265,140,147,169,187,205,3
FUN_005574,0,0,0,0,0,0
FUN_012745,0,0,0,0,0,0
FUN_008212,26,13,19,86,45,8
FUN_006978,0,0,0,0,0,5
FUN_006979,6,9,9,7,2,0
FUN_000205,0,0,0,0,0,0
FUN_012292,79,34,40,61,110,7
FUN_017279,0,0,0,0,0,0
FUN_012741,0,0,0,0,0,0
FUN_005264,371,343,489,425,382,129
FUN_012290,135,170,152,241,235,35
FUN_012743,0,0,0,0,0,0
